source_name,url,record_type,primary_topic,secondary_topic,targeting_type,follower_tier,content_style,mainstream_flag,pod,youtube,facebook,x,instagram,tiktok,substack,online,rumble,telegram,cable,radio,TSP,CEC,TC,WE,PP,HF,PFF,HHN,MFL,VS,UCP,FJP,HCP,HAD,HCI,GHI,reach_score,uniqueness_score,recognition_score,scale_fit_score,strategic_priority,field_eligible,field_eligible_relaxed,track
Real Food RD  (Rylee Hackley),instagram.com/therealfoodrd,source,Nutrition and diet,,Addressable,,lifestyle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,3,9,0,0,GOP
Robert Malone  (Who is Robert Malone),rwmalonemd.substack.com,both,Vaccines and immunization,Political news and commentary,Organic,macro,educational,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,3,3,8,1,1,GOP
Alex Berenson  (Unreported Truths),alexberenson.substack.com,both,Vaccines and immunization,Political news and commentary,Sponsorship,macro,educational,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,3,3,10,1,1,GOP
Pierre Kory  (Fight the System),pierrekory.substack.com,both,Vaccines and immunization,Natural and alternative health,Organic,macro,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3,3,9,1,1,GOP
Paul Marik  (FLCCC Alliance),paulmarik.substack.com,source,Vaccines and immunization,Natural and alternative health,Organic,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,3,6,0,0,GOP
Jessica Rose  (Unacceptable Jessica),jessicar.substack.com,source,Vaccines and immunization,Science and medical research,Organic,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,3,7,0,0,GOP
Igor Chudov  (Igor's Newsletter),igortchudov.substack.com,source,Vaccines and immunization,,Organic,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,3,7,0,0,GOP
Naomi Wolf  (DailyClout),naomiwolf.substack.com,both,Vaccines and immunization,Political news and commentary,Sponsorship,macro,educational,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,3,3,11,1,1,GOP
Matthew Crawford  (Rounding the Earth),roundingtheearth.substack.com,source,Vaccines and immunization,Political news and commentary,Organic,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,3,7,0,0,GOP
Emerald Robinson  (The Absolute Truth),emeraldrobin.substack.com,source,Political news and commentary,Vaccines and immunization,Sponsorship,,activist,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
David Zweig,davidzweig.substack.com,source,Vaccines and immunization,Science and medical research,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
Sage Hana,sagehana.substack.com,both,Vaccines and immunization,Natural and alternative health,Organic,micro,educational,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,3,8,1,1,GOP
A Midwestern Doctor,midwesterndoctor.substack.com,source,Natural and alternative health,Vaccines and immunization,Organic,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,3,6,0,0,GOP
Courageous Discourse  (Bhattacharya),couragediscourse.substack.com,source,Vaccines and immunization,Health policy,Sponsorship,macro,educational,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,2,2,3,9,1,1,BOTH
Karl Denninger  (Market Ticker Health),market-ticker.org,source,Vaccines and immunization,Political news and commentary,Organic,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,3,7,0,0,GOP
Your Local Epidemiologist  (Jetelina),yourlocalepidemiologist.substack.com,source,Vaccines and immunization,Science and medical research,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,3,8,0,0,DEM
Stat of the Week  (Bob Wachter),bobwachter.substack.com,source,Science and medical research,Health policy,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,3,8,0,0,DEM
Not Boring Health  (Packy McCormick),notboring.co,source,Health technology and innovation,Science and medical research,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,3,8,0,0,BOTH
Tomas Pueyo  (Uncharted Territories),tomaspueyo.substack.com,source,Science and medical research,Political news and commentary,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,3,7,0,0,BOTH
Elemental Health  (Elad Gil),blog.eladgil.com,source,Health technology and innovation,Longevity and anti-aging,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,3,8,0,0,BOTH
The Incubator  (Neonatal Research),theincubator.substack.com,source,Science and medical research,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,3,8,0,0,DEM
Absolutely Maybe  (Lisa Bero),absolutelymaybe.substack.com,source,Science and medical research,Health policy,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,3,8,0,0,DEM
Peter Attia  (Outlive),peterattiamd.substack.com,source,Longevity and anti-aging,Science and medical research,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,3,8,0,0,BOTH
Nir Eyal  (Indistractable Health),nireyal.substack.com,source,Longevity and anti-aging,,Sponsorship,,lifestyle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,3,8,0,0,BOTH
LifeOmic  (Longevity Science),lifeomics.substack.com,source,Longevity and anti-aging,Science and medical research,Sponsorship,,lifestyle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,3,8,0,0,BOTH
The Prism  (Health Innovation),theprism.substack.com,source,Health technology and innovation,Health policy,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,3,7,0,0,BOTH
Heartbeat Health AI,heartbeathealth.substack.com,source,Health technology and innovation,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,3,8,0,0,BOTH
Rock Health  (Weekly Briefing),rockhealth.substack.com,source,Health technology and innovation,Health policy,Sponsorship,macro,educational,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,2,3,9,1,1,BOTH
Health Wonk Review,healthwonkreview.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,3,7,0,0,DEM
Drew Altman  (KFF Perspective),drewaltman.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,3,7,0,0,DEM
Margot Sanger-Katz  (NYT Health),sangerkatz.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,3,7,0,0,DEM
Larry Levitt  (Health Policy Notes),larrylev.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,3,7,0,0,DEM
Sarah Kliff  (Health Costs),sarahkliff.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,0,3,7,0,0,DEM
Bob Herman  (Health Business),bobherman.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,3,7,0,0,BOTH
Dylan Scott  (Vox Health),dylanscott.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,0,3,7,0,0,DEM
Health Care Upside Down  (Uwe Reinhardt legacy),healthupside.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,0,3,7,0,0,DEM
The Health Care Blog  (Matthew Holt),thehealthcareblog.substack.com,source,Health policy,Health technology and innovation,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,3,7,0,0,BOTH
Covering Health  (AHCJ),coveringhealth.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,3,7,0,0,DEM
Reframe Health  (Dave Chase),davechase.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
Public  (Michael Shellenberger),public.substack.com,source,Political news and commentary,Vaccines and immunization,Sponsorship,,activist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
Dispatches from Exile  (Rod Dreher),roddreher.substack.com,source,Faith and values,Political news and commentary,Sponsorship,,community,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,3,8,0,0,BOTH
The Dispatch Newsletter,thedispatch.substack.com,source,Political news and commentary,Faith and values,Sponsorship,,activist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
Unherd  (Freddie deBoer),freddie.substack.com,source,Political news and commentary,,Sponsorship,,entertainment,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,2,6,0,0,BOTH
Do No Harm  (Stanley Goldfarb),donoharmmedicine.substack.com,source,Health policy,,Sponsorship,micro,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,9,0,1,GOP
Nate Silver  (Silver Bulletin),natesilver.substack.com,source,Political news and commentary,,Sponsorship,,activist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,2,6,0,0,BOTH
The Lever  (David Sirota),levernews.substack.com,source,Worker and economic issues,Political news and commentary,Sponsorship,macro,activist,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2,2,3,9,1,1,BOTH
The Daily Poster  (David Sirota),dailyposter.substack.com,source,Political news and commentary,Worker and economic issues,Sponsorship,macro,activist,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2,2,3,9,1,1,BOTH
Bad Faith  (Briahna Joy Gray),badfaithpodcast.substack.com,source,Political news and commentary,Health policy,Sponsorship,macro,community,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,3,10,1,1,DEM
More Perfect Union ,perfectunion.substack.com,source,Worker and economic issues,Political news and commentary,Sponsorship,macro,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2,2,3,9,1,1,BOTH
Healthcare Worker Stories ,nationalnurses.substack.com,source,Worker and economic issues,Health policy,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,3,8,0,0,DEM
People's Action Health,peoplesaction.substack.com,source,Health policy,Worker and economic issues,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,3,8,0,0,DEM
Health Justice Monitor,healthjusticemonitor.substack.com,source,Health policy,,Sponsorship,micro,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,1,3,8,0,1,DEM
Physicians for Social Responsibility,psr.substack.com,source,Health policy,Environmental and climate health,Sponsorship,micro,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,1,3,9,0,1,DEM
Mere Orthodoxy,mereorthodoxy.substack.com,source,Faith and values,,Sponsorship,,community,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,3,8,0,0,BOTH
The Pillar ,pillarcatholic.substack.com,source,Faith and values,Political news and commentary,Sponsorship,,community,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,3,8,0,0,BOTH
Comment Magazine  (Cardus),cardus.substack.com,source,Faith and values,Political news and commentary,Sponsorship,,community,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,3,8,0,0,BOTH
Plough Quarterly,plough.substack.com,source,Faith and values,Worker and economic issues,Sponsorship,,community,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,3,8,0,0,DEM
Faithful Politics,faithfulpolitics.substack.com,source,Faith and values,Political news and commentary,Sponsorship,,community,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,3,8,0,0,BOTH
Mark Hyman  (Food Fix),drhyman.substack.com,source,Natural and alternative health,Nutrition and diet,Sponsorship,,lifestyle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,2,6,0,0,BOTH
Dr. Will Cole  (Inflammation Fix),drwillcole.substack.com,source,Natural and alternative health,Nutrition and diet,Sponsorship,,lifestyle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
The Nourished Child  (Jill Castle),thenourishedchild.substack.com,source,Nutrition and diet,,Sponsorship,,lifestyle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
Nutrition with Judy  (Judy Cho),judycho.substack.com,both,Nutrition and diet,,Sponsorship,macro,lifestyle,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,3,3,11,1,1,GOP
Dr. Gabrielle Lyon  (Protein Matters),drgabriellelyon.substack.com,source,Nutrition and diet,Fitness and physical performance,Sponsorship,,lifestyle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,1,5,0,0,GOP
Food Politics  (Marion Nestle),foodpolitics.substack.com,source,Nutrition and diet,Political news and commentary,Sponsorship,,lifestyle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,1,6,0,0,DEM
Grain Brain  (David Perlmutter),davidperlmutter.substack.com,source,Nutrition and diet,Natural and alternative health,Sponsorship,,lifestyle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
Metabolic Mind  (Baszucki Group),metabolicmind.substack.com,source,Natural and alternative health,Science and medical research,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,0,3,7,0,0,BOTH
The Carnivore Bar ,carnivorebar.substack.com,source,Nutrition and diet,,Sponsorship,,lifestyle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
Hot Take  (Mary Heglar & Amy Westervelt),hottakepod.substack.com,source,Environmental and climate health,Political news and commentary,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,3,8,0,0,DEM
Heated  (Emily Atkin),heated.world,source,Environmental and climate health,Political news and commentary,Sponsorship,micro,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,1,3,9,0,1,DEM
The Climate Crisis  (Bill McKibben),billmckibben.substack.com,source,Environmental and climate health,Political news and commentary,Sponsorship,macro,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,2,3,10,1,1,DEM
Drilled  (Amy Westervelt),drilled.substack.com,source,Environmental and climate health,Political news and commentary,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,3,8,0,0,DEM
Health & Climate  (Medical Society),healthclimate.substack.com,source,Environmental and climate health,Health policy,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,3,8,0,0,DEM
Rural Health Beat,ruralhealthbeat.substack.com,source,Health policy,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
The Rural Blog ,theruralblog.substack.com,source,Political news and commentary,Health policy,Sponsorship,,activist,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
Farm Policy News,farmpolicynews.substack.com,source,Political news and commentary,,Sponsorship,,activist,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,8,0,0,GOP
Medicare Decoded,medicaredecoded.substack.com,source,Medicare and senior health,,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,3,8,0,0,DEM
The Senior Report,seniorReport.substack.com,source,Medicare and senior health,Health policy,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,3,8,0,0,DEM
Aging Well  (Dr. Leslie Kernisan),leslieker.substack.com,source,Medicare and senior health,Science and medical research,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,3,8,0,0,DEM
Prescription Drug Watch,rxwatch.substack.com,source,Health policy,Medicare and senior health,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,3,7,0,0,BOTH
Dr. C̩line Gounder ,x.com/celinegounder,influencer,Science and medical research,Health policy,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,12,1,1,BOTH
Rural Health Voices ,instagram.com/nrha,influencer,Health policy,,Addressable,micro,educational,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
American Farm Bureau ,instagram.com/americanfarmbureaufederation,influencer,Political news and commentary,,Addressable,macro,educational,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Dr. Howard Luks ,x.com/hjluks,influencer,Science and medical research,,Addressable,micro,educational,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,10,1,1,GOP
Dr. Danielle Jones  (Mama Doctor Jones),instagram.com/mamadoctorjones,influencer,Science and medical research,,Addressable,macro,educational,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,12,1,1,BOTH
Dave Chase  (Health Rosetta),x.com/chasedave,influencer,Health policy,,Addressable,micro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Wendell Potter ,x.com/wendellpotter,influencer,Health policy,,Addressable,macro,activist,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,2,3,3,11,1,1,BOTH
Marshall Allen  (ProPublica Health),x.com/marshall_allen,influencer,Health policy,,Addressable,micro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Ge Bai  (Hopkins Health Economics),x.com/gebai_jhu,influencer,Health policy,,Addressable,micro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,3,11,1,1,BOTH
Marty Makary  (Johns Hopkins),x.com/martymakary,influencer,Health policy,Science and medical research,Addressable,macro,educational,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,3,3,11,1,1,GOP
Leah Binder  (Leapfrog Group),x.com/leahbinder,influencer,Health policy,,Addressable,micro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Elisabeth Rosenthal ,x.com/erosenthal,influencer,Health policy,,Addressable,micro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,3,11,1,1,BOTH
Matt Walsh ,x.com/mattwalshblog,influencer,Political news and commentary,Faith and values,Addressable,mega,activist,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Lila Rose ,instagram.com/lilagracerose,influencer,Faith and values,Political news and commentary,Addressable,macro,activist,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Kirk Cameron ,instagram.com/kirkcameron,influencer,Faith and values,,Addressable,macro,lifestyle,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Dr. Sebastian Gorka ,x.com/sebgorka,influencer,Political news and commentary,,Addressable,macro,activist,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Allie Beth Stuckey ,instagram.com/alliebeths,influencer,Faith and values,Political news and commentary,Addressable,macro,activist,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Abby Johnson ,instagram.com/abbyjohnsonpro,influencer,Faith and values,Political news and commentary,Addressable,macro,activist,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Dr. Jeff Barke ,x.com/drjeffbarke,influencer,Health policy,Vaccines and immunization,Addressable,micro,activist,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,3,10,1,1,GOP
Kelly Brogan MD ,instagram.com/kellybroganmd,influencer,Natural and alternative health,Vaccines and immunization,Addressable,macro,activist,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,2,3,3,11,1,1,GOP
Mama Natural  (Genevieve Howland),instagram.com/mamanatural,influencer,Natural and alternative health,Nutrition and diet,Addressable,mega,lifestyle,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
The Feeding Doctor  (Katja Rowell),instagram.com/thefeedingdoctor,influencer,Nutrition and diet,,Addressable,micro,educational,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Feeding Littles ,instagram.com/feedinglittles,influencer,Nutrition and diet,,Addressable,macro,lifestyle,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Steph Gaudreau  (Harder to Kill),instagram.com/stephgaudreau,influencer,Fitness and physical performance,Nutrition and diet,Addressable,macro,lifestyle,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,2,11,1,1,GOP
Lily Nichols  (Real Food for Pregnancy),instagram.com/lilynicholsrdn,influencer,Nutrition and diet,,Addressable,macro,educational,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Clean Label Project ,instagram.com/cleanlabelproject,influencer,Nutrition and diet,Environmental and climate health,Addressable,macro,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Moms Across America  (Zen Honeycutt),instagram.com/momsacrossamerica,influencer,Natural and alternative health,Political news and commentary,Addressable,macro,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
